HomeTeamName,AwayTeamName,DateandTimeCET,MatchID,RoundName,ScoreHome,ScoreAway,TeamID,TeamName,StatsID,StatsName,Value,Rank
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,1,Goals,0,2
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,2,Ball Possession,39,2
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,3,Total Attempts,3,2
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,4,Attempts on target,0,2
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,5,Attempts off target,1,2
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,6,Attempts against woodwork,0,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,11,Attempts Accuracy,0,2
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,12,Corners,2,2
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,13,Offsides,2,2
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,14,Saves,6,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,17,Tackles won,5,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,18,Clearances,31,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,19,Recovered balls,41,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,20,Fouls committed,10,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,21,Yellow cards,2,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,22,Red cards,0,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,23,Passes completed,301,2
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,24,Passes accuracy,80,2
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,27,Distance covered (m),105753,2
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,28,Distance covered in possession (m),30945,2
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,29,Top Speed (Km/h),32,2
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,32,Own-goals,1,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,33,Goals scored,0,2
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,34,Goals conceded,3,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,35,Own-goals for,0,2
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,36,Goals scored by right foot,0,2
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,37,Goals scored by left foot,0,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,38,Goals scored by head,0,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,39,Goals scored by backheel,0,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,40,Goals scored by other part of body,0,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,41,Goals scored in open play,0,2
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,42,Goals scored on direct free-kcik,0,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,43,Goals scored on indirect free-kcik,0,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,44,Goals scored on penalty ,0,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,45,Goals on corner ,0,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,46,Goals scored in penalty area,0,2
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,47,Goals scored outside penalty area,0,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,48,Goals on penalty phase,0,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,49,Goals in open play from centre,0,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,50,Goals in open play from left,0,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,51,Goals in open play from right,0,2
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,52,Attempts blocked,2,2
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,53,Attempts on bar,0,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,54,Attempts on post,0,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,55,Woodwork (after deflection),0,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,56,Attempts on direct free kick,0,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,57,Attempts on indirect free kick,0,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,58,Attempts from corner,0,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,59,Attempts on target in penalty area,0,2
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,60,Attempts on target outside penalty area,0,2
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,61,Attempts off target in penalty area,1,2
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,62,Attempts off target outside penalty area,0,2
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,63,Attempts in open play from centre,2,2
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,64,Attempts in open play from left,1,2
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,65,Attempts in open play from right,0,2
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,67,Free kicks on goal ,0,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,68,Instance of possession ,175,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,69,Ball not in play,01:10:58.366000,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,70,Crosses attempted,11,2
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,71,Crosses short,4,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,72,Crosses medium,4,2
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,73,Crosses long,3,2
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,74,Crosses completed,3,2
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,75,Crosses completed short,0,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,76,Crosses completed medium,1,2
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,77,Crosses completed long,2,2
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,78,Corners short,0,2
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,79,Corners medium,1,2
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,80,Corners long,1,2
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,81,Corners completed,1,2
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,82,Corners completed short,0,2
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,83,Corners completed medium,0,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,84,Corners completed long,1,2
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,85,Dribbling,12,2
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,86,Passes attempted,375,2
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,87,Passes attempted short,107,2
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,88,Passes attempted medium,202,2
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,89,Passes attempted long,66,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,90,Passes completed short,89,2
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,91,Passes completed medium,181,2
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,92,Passes completed long,31,2
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,93,Passes received,301,2
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,94,Passes received short,89,2
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,95,Passes received medium,181,2
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,96,Passes received long,31,2
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,97,Passes accuracy short,0.832,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,98,Passes accuracy medium,0.896,2
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,99,Passes accuracy long,0.47,2
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,102,Passes completed forward,76,2
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,103,Passes completed backward,53,2
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,104,Passes completed left,91,2
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,105,Passes completed right,81,2
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,106,Passes per instance of possession ,2.143,2
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,107,Delivery into attacking third,13,2
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,108,Delivery into key play area,8,2
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,109,Delivery into penalty area,5,2
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,110,Delivery into goal area,0,2
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,115,Solo run into attacking third,3,2
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,116,Solo run into key play area,2,2
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,117,Solo run into penalty area,1,2
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,118,Total Attacks,14,2
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,119,Attacks from centre,0,2
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,120,Attacks from right,8,2
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,121,Attacks from left,6,2
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,122,Organized attack,10,2
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,123,Counter attack,2,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,124,Clearances successful,24,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,125,Clearances unsuccesful,7,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,126,Tackles,14,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,127,Tackles lost,9,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,128,Tackles performed gaining the ball,3,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,129,Tackles performed not gaining the ball,6,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,130,Tackles suffered,3,2
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,131,Tackles suffered losing the ball,2,2
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,132,Tackles suffered not losing the ball,1,2
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,133,Lost balls,71,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,136,Lost balls own half,50,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,137,Lost balls opposite half,20,2
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,138,Change of possession,159,2
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,140,Blocks,5,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,141,Throw-in,23,2
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,142,Goals conceded from open play ,3,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,143,Goals conceded from set pieces,0,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,144,Goals conceded in penalty area,3,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,145,Goals conceded outside penalty area,0,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,146,Saves in open play,6,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,147,Saves on set pieces,0,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,148,Saves on direct free kick,0,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,149,Saves on indirect free kick,0,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,150,Saves on penalty,0,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,151,Saves on corner,0,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,152,Saves in open play from centre,6,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,153,Saves in open play from left,4,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,154,Saves in open play from right,1,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,155,Punches,0,2
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,156,High Claims,4,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,157,Low Claims,1,2
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,158,Goalkeeper kicks attempted,11,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,159,Goalkeeper kicks short,1,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,160,Goalkeeper kicks medium,2,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,161,Goalkeeper kicks long,8,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,162,Goalkeeper kicks completed,5,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,163,Goalkeeper kicks completed short,1,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,164,Goalkeeper kicks completed medium,2,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,165,Goalkeeper kicks completed long,2,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,166,Goalkeeper kicks completed %,45,2
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,167,Played Time,01:34:00.158000,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,168,Fouls suffered,8,2
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,171,Fouls committed own half,6,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,172,Fouls committed opposite half,4,2
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,173,Fouls suffered own half,5,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,174,Fouls suffered opposite half,3,2
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,175,Penalty fouls,0,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,176,Handball,0,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,177,Simulation,0,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,181,Offsides suffered,4,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,182,Distance covered in low activity (m),61728,2
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,183,Distance covered in medium activity (m),18126,2
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,184,Distance covered in high activity (m),18607,2
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,185,Distance covered in very high activity (m),7292,2
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,186,Distance covered in low activity (%),58,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,187,Distance covered in medium activity (%),17,2
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,188,Distance covered in high activity (%),18,2
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,189,Distance covered in very high activity (%),7,2
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,190,Average distance covered,10193,2
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,191,Average distance covered in low activity ,5828,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,192,Average distance covered in medium activity ,1792,2
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,193,Average distance covered in high activity ,1846,2
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,194,Average distance covered in very high activity covered,727,2
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,195,Time spent in low activity (%),83,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,196,Time spent in medium activity (%),8,2
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,197,Time spent in high activity (%),7,2
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,198,Time spent in very high activity (%),2,2
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,202,Time spent in low activity,14:07:20.680000,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,203,Time spent in medium activity,01:27:45.560000,2
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,204,Time spent in high activity,01:08:25.880000,2
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,205,Time spent in very high activity,00:18:47.360000,2
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,206,Sprints,337,2
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,219,Assists,0,2
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,220,Distance covered (Km),105.75,2
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,221,Distance covered in possession (Km),30.94,2
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,638,Matches played,1,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,639,Goals on set pieces,0,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,644,Attempts blocked outside penalty area,0,2
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,646,Distance covered not in possession (m),51572,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,647,Distance covered not in possession (Km),51.57,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,648,Attempts set pieces,0,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,649,Attempts in open play,3,2
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,650,Attempts on throw in,0,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,651,Saves on attempts inside penalty area,5,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,652,Saves on attempts outside penalty area,2,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,682,Team average speed,6.6,2
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,135,Turkey,683,Big Chances,0,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,66,Italy,1,Goals,3,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,66,Italy,2,Ball Possession,61,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,66,Italy,3,Total Attempts,24,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,66,Italy,4,Attempts on target,8,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,66,Italy,5,Attempts off target,11,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,66,Italy,6,Attempts against woodwork,0,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,66,Italy,11,Attempts Accuracy,33,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,66,Italy,12,Corners,8,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,66,Italy,13,Offsides,4,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,66,Italy,14,Saves,0,2
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,66,Italy,17,Tackles won,2,2
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,66,Italy,18,Clearances,6,2
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,66,Italy,19,Recovered balls,29,2
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,66,Italy,20,Fouls committed,8,2
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,66,Italy,21,Yellow cards,0,2
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,66,Italy,22,Red cards,0,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,66,Italy,23,Passes completed,555,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,66,Italy,24,Passes accuracy,87,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,66,Italy,27,Distance covered (m),111277,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,66,Italy,28,Distance covered in possession (m),50896,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,66,Italy,29,Top Speed (Km/h),33.8,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,66,Italy,32,Own-goals,0,2
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,66,Italy,33,Goals scored,2,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,66,Italy,34,Goals conceded,0,2
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,66,Italy,35,Own-goals for,1,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,66,Italy,36,Goals scored by right foot,2,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,66,Italy,37,Goals scored by left foot,0,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,66,Italy,38,Goals scored by head,0,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,66,Italy,39,Goals scored by backheel,0,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,66,Italy,40,Goals scored by other part of body,0,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,66,Italy,41,Goals scored in open play,2,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,66,Italy,42,Goals scored on direct free-kcik,0,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,66,Italy,43,Goals scored on indirect free-kcik,0,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,66,Italy,44,Goals scored on penalty ,0,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,66,Italy,45,Goals on corner ,0,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,66,Italy,46,Goals scored in penalty area,2,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,66,Italy,47,Goals scored outside penalty area,0,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,66,Italy,48,Goals on penalty phase,0,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,66,Italy,49,Goals in open play from centre,0,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,66,Italy,50,Goals in open play from left,0,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,66,Italy,51,Goals in open play from right,1,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,66,Italy,52,Attempts blocked,5,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,66,Italy,53,Attempts on bar,0,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,66,Italy,54,Attempts on post,0,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,66,Italy,55,Woodwork (after deflection),0,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,66,Italy,56,Attempts on direct free kick,0,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,66,Italy,57,Attempts on indirect free kick,0,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,66,Italy,58,Attempts from corner,0,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,66,Italy,59,Attempts on target in penalty area,6,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,66,Italy,60,Attempts on target outside penalty area,2,1
Turkey,Italy,2021-06-11T21:00:00,2024447,final tournament,0,3,66,Italy,61,Attempts off target in penalty area,7,1
